task_name,processing_time,samples_drawn,input_tokens,output_tokens,temperature
d22278a0,13.01,10,3257,11790,0.7
d22278a0,18.54,10,3257,17770,0.9
1f642eb9,19.44,10,2271,18715,0.1
1f642eb9,26.11,10,2271,29451,0.3
1f642eb9,18.85,10,2271,17249,0.5
1f642eb9,16.37,10,2271,17476,0.7
1f642eb9,18.53,10,2271,22203,0.9
ae4f1146,18.12,10,1565,15112,0.1
ae4f1146,18.81,10,1565,14269,0.3
ae4f1146,17.86,10,1565,12699,0.5
ae4f1146,20.28,10,1565,16440,0.7
ae4f1146,18.33,10,1565,17340,0.9
a68b268e,17.92,10,2259,18409,0.1
a68b268e,20.89,10,2259,15383,0.3
a68b268e,18.23,10,2259,20190,0.5
a68b268e,18.12,10,2259,20015,0.7
a68b268e,18.23,10,2259,19542,0.9
85c4e7cd,18.4,10,2549,16082,0.1
85c4e7cd,18.95,10,2549,26439,0.3
85c4e7cd,18.02,10,2549,15934,0.5
85c4e7cd,19.37,10,2549,23333,0.7
85c4e7cd,18.09,10,2549,14051,0.9
d06dbe63,16.44,10,2485,13129,0.1
d06dbe63,17.61,10,2485,10053,0.3
d06dbe63,18.23,10,2485,10363,0.5
d06dbe63,15.67,10,2485,10165,0.7
d06dbe63,18.13,10,2485,18123,0.9
ea786f4a,17.7,10,969,16819,0.1
ea786f4a,13.5,10,969,13734,0.3
ea786f4a,13.21,10,969,14718,0.5
ea786f4a,18.51,10,969,16008,0.7
ea786f4a,11.28,10,969,11479,0.9
a78176bb,17.7,10,2271,13192,0.1
a78176bb,14.13,10,2271,10804,0.3
a78176bb,18.84,10,2271,13520,0.5
a78176bb,18.74,10,2271,18657,0.7
a78176bb,23.25,10,2271,15735,0.9
ed36ccf7,10.41,10,701,11026,0.1
ed36ccf7,8.19,10,701,9329,0.3
ed36ccf7,10.34,10,701,10743,0.5
ed36ccf7,9.42,10,701,10281,0.7
ed36ccf7,13.11,10,701,12102,0.9
6cdd2623,18.06,10,5013,13699,0.1
6cdd2623,13.21,10,5013,8918,0.3
6cdd2623,18.84,10,5013,11632,0.5
6cdd2623,18.12,10,5013,15129,0.7
6cdd2623,18.85,10,5013,11173,0.9
9edfc990,18.46,10,4371,19465,0.1
9edfc990,19.06,10,4371,23069,0.3
9edfc990,21.59,10,4371,20745,0.5
9edfc990,18.32,10,4371,17599,0.7
9edfc990,18.54,10,4371,20394,0.9
72ca375d,18.72,10,1431,12819,0.1
72ca375d,11.77,10,1431,10060,0.3
72ca375d,12.28,10,1431,11729,0.5
72ca375d,17.21,10,1431,13547,0.7
72ca375d,13.2,10,1431,10773,0.9
b230c067,17.86,10,2271,15441,0.1
b230c067,16.9,10,2271,16697,0.3
b230c067,18.33,10,2271,20495,0.5
b230c067,20.21,10,2271,16460,0.7
b230c067,15.78,10,2271,15393,0.9
e76a88a6,18.41,10,1657,19376,0.1
e76a88a6,13.44,10,1657,16196,0.3
e76a88a6,20.28,10,1657,20658,0.5
e76a88a6,21.02,10,1657,15329,0.7
e76a88a6,13.15,10,1657,13106,0.9
ff805c23,8.93,10,5880,9737,0.1
ff805c23,18.54,10,5880,12211,0.3
ff805c23,18.5,10,5880,13687,0.5
ff805c23,19.03,10,5880,13898,0.7
ff805c23,8.43,10,5880,9996,0.9
60b61512,10.87,10,1429,11464,0.1
60b61512,14.73,10,1429,10817,0.3
60b61512,11.27,10,1429,11048,0.5
60b61512,20.02,10,1429,15171,0.7
60b61512,13.46,10,1429,11162,0.9
67e8384a,12.24,10,1025,16182,0.1
67e8384a,14.46,10,1025,11708,0.3
67e8384a,17.52,10,1025,17979,0.5
67e8384a,13.21,10,1025,13199,0.7
67e8384a,15.56,10,1025,15843,0.9
e8dc4411,17.78,10,3801,11689,0.1
e8dc4411,18.02,10,3801,12868,0.3
e8dc4411,18.02,10,3801,10674,0.5
e8dc4411,10.56,10,3801,7991,0.7
e8dc4411,18.52,10,3801,17705,0.9
3428a4f5,17.2,10,1625,17080,0.1
3428a4f5,20.79,10,1625,17187,0.3
3428a4f5,16.59,10,1625,17285,0.5
3428a4f5,17.2,10,1625,17591,0.7
3428a4f5,24.47,10,1625,19169,0.9
855e0971,17.89,10,5717,13546,0.1
855e0971,19.05,10,5717,22570,0.3
855e0971,18.64,10,5717,18539,0.5
855e0971,18.74,10,5717,15272,0.7
855e0971,18.95,10,5717,21125,0.9
ef135b50,15.69,10,2271,19002,0.1
ef135b50,18.13,10,2271,18668,0.3
ef135b50,19.86,10,2271,18927,0.5
ef135b50,17.15,10,2271,11627,0.7
ef135b50,18.13,10,2271,16746,0.9
99b1bc43,17.6,10,1109,16497,0.1
99b1bc43,14.26,10,1109,16158,0.3
99b1bc43,13.01,10,1109,19058,0.5
99b1bc43,17.79,10,1109,17485,0.7
99b1bc43,12.72,10,1109,12143,0.9
bc1d5164,18.06,10,1159,19459,0.1
bc1d5164,16.18,10,1159,14422,0.3
bc1d5164,19.35,10,1159,16015,0.5
bc1d5164,11.26,10,1159,12430,0.7
bc1d5164,13.21,10,1159,13502,0.9
d364b489,13.58,10,1657,19046,0.1
d364b489,13.1,10,1657,17153,0.3
d364b489,12.9,10,1657,15039,0.5
d364b489,13.81,10,1657,15609,0.7
d364b489,13.12,10,1657,16204,0.9
178fcbfb,18.27,10,2097,23766,0.1
178fcbfb,17.62,10,2097,19285,0.3
178fcbfb,18.12,10,2097,24055,0.5
178fcbfb,18.54,10,2097,20525,0.7
178fcbfb,18.1,10,2097,19570,0.9
6855a6e4,18.49,10,4521,19980,0.1
6855a6e4,18.23,10,4521,18478,0.3
6855a6e4,18.23,10,4521,20910,0.5
6855a6e4,18.53,10,4521,18552,0.7
6855a6e4,16.9,10,4521,13271,0.9
67a3c6ac,20.74,10,1077,15157,0.1
67a3c6ac,12.49,10,1077,14274,0.3
67a3c6ac,14.23,10,1077,17464,0.5
67a3c6ac,18.63,10,1077,15500,0.7
67a3c6ac,17.21,10,1077,16958,0.9
2dd70a9a,18.08,10,4821,13382,0.1
2dd70a9a,21.5,10,4821,18982,0.3
2dd70a9a,18.73,10,4821,15831,0.5
2dd70a9a,18.54,10,4821,10391,0.7
2dd70a9a,18.64,10,4821,13691,0.9
445eab21,7.7,10,1407,8706,0.1
445eab21,6.55,10,1407,7483,0.3
445eab21,7.15,10,1407,7827,0.5
445eab21,11.9,10,1407,8767,0.7
445eab21,17.72,10,1407,13190,0.9
6d0160f0,20.94,10,3389,27923,0.1
6d0160f0,18.74,10,3389,23089,0.3
6d0160f0,19.46,10,3389,22841,0.5
6d0160f0,18.73,10,3389,15336,0.7
6d0160f0,23.25,10,3389,21416,0.9
d43fd935,18.18,10,2271,26195,0.1
d43fd935,18.31,10,2271,22084,0.3
d43fd935,17.71,10,2271,15406,0.5
d43fd935,19.56,10,2271,23314,0.7
d43fd935,18.54,10,2271,22532,0.9
228f6490,19.49,10,2271,28762,0.1
228f6490,23.65,10,2271,19458,0.3
228f6490,18.94,10,2271,24833,0.5
228f6490,19.35,10,2271,25450,0.7
228f6490,17.71,10,2271,20463,0.9
22eb0ac0,25.4,10,2271,21828,0.1
22eb0ac0,16.08,10,2271,14473,0.3
22eb0ac0,16.79,10,2271,15179,0.5
22eb0ac0,18.43,10,2271,20472,0.7
22eb0ac0,18.11,10,2271,16218,0.9
5168d44c,15.18,10,1857,17854,0.1
5168d44c,11.98,10,1857,13670,0.3
5168d44c,18.33,10,1857,14294,0.5
5168d44c,21.1,10,1857,17156,0.7
5168d44c,18.43,10,1857,18639,0.9
9ecd008a,18.47,10,2856,18939,0.1
9ecd008a,18.51,10,2856,21687,0.3
9ecd008a,17.92,10,2856,16759,0.5
9ecd008a,22.32,10,2856,24348,0.7
9ecd008a,18.84,10,2856,19979,0.9
8a004b2b,20.29,10,4008,13676,0.1
8a004b2b,17.8,10,4008,12884,0.3
8a004b2b,22.63,10,4008,19005,0.5
8a004b2b,22.53,10,4008,14880,0.7
8a004b2b,17.92,10,4008,14889,0.9
e73095fd,23.0,10,4617,20472,0.1
e73095fd,18.25,10,4617,14710,0.3
e73095fd,22.3,10,4617,22985,0.5
e73095fd,18.38,10,4617,10749,0.7
e73095fd,18.07,10,4617,16265,0.9
dbc1a6ce,19.09,10,2981,24280,0.1
dbc1a6ce,20.7,10,2981,21121,0.3
dbc1a6ce,17.82,10,2981,19147,0.5
dbc1a6ce,19.25,10,2981,25967,0.7
dbc1a6ce,18.94,10,2981,19940,0.9
22233c11,15.46,10,2271,11403,0.1
22233c11,21.29,10,2271,16445,0.3
22233c11,7.59,10,2271,8556,0.5
22233c11,17.41,10,2271,14788,0.7
22233c11,22.01,10,2271,18670,0.9
b782dc8a,21.44,10,3133,27849,0.1
b782dc8a,17.9,10,3133,10178,0.3
b782dc8a,20.79,10,3133,15709,0.5
b782dc8a,24.27,10,3133,16843,0.7
b782dc8a,18.02,10,3133,17515,0.9
41e4d17e,17.49,10,3157,12286,0.1
41e4d17e,18.14,10,3157,22191,0.3
41e4d17e,23.55,10,3157,14237,0.5
41e4d17e,19.05,10,3157,21085,0.7
41e4d17e,19.05,10,3157,14475,0.9
39e1d7f9,19.45,10,12675,12097,0.1
39e1d7f9,19.35,10,12675,17672,0.3
39e1d7f9,19.66,10,12675,14365,0.5
39e1d7f9,22.26,10,12675,13297,0.7
39e1d7f9,19.11,10,12675,10895,0.9
5daaa586,16.46,10,3879,13969,0.1
5daaa586,11.57,10,3879,10778,0.3
5daaa586,20.28,10,3879,18946,0.5
5daaa586,19.66,10,3879,15088,0.7
5daaa586,23.24,10,3879,14616,0.9
48d8fb45,17.76,10,1452,16888,0.1
48d8fb45,19.18,10,1452,17930,0.3
48d8fb45,18.13,10,1452,16909,0.5
48d8fb45,14.09,10,1452,15759,0.7
48d8fb45,16.69,10,1452,16110,0.9
7ddcd7ec,15.8,10,2271,22241,0.1
7ddcd7ec,6.46,10,2271,6873,0.3
7ddcd7ec,17.0,10,2271,16460,0.5
7ddcd7ec,15.36,10,2271,16319,0.7
7ddcd7ec,17.31,10,2271,17037,0.9
760b3cac,14.12,10,1443,16303,0.1
760b3cac,16.9,10,1443,12465,0.3
760b3cac,18.02,10,1443,16545,0.5
760b3cac,11.67,10,1443,14885,0.7
760b3cac,18.23,10,1443,17841,0.9
868de0fa,18.39,10,6175,15096,0.1
868de0fa,21.7,10,6175,16225,0.3
868de0fa,18.33,10,6175,15955,0.5
868de0fa,19.26,10,6175,22213,0.7
868de0fa,18.93,10,6175,15899,0.9
0e206a2e,22.13,10,4587,20188,0.1
0e206a2e,19.05,10,4587,19710,0.3
0e206a2e,18.23,10,4587,16377,0.5
0e206a2e,18.43,10,4587,15361,0.7
0e206a2e,18.94,10,4587,15560,0.9
36d67576,18.14,10,3513,23588,0.1
36d67576,22.53,10,3513,23589,0.3
36d67576,19.81,10,3513,28196,0.5
36d67576,23.31,10,3513,22263,0.7
36d67576,23.13,10,3513,24315,0.9
68b16354,9.76,10,1065,13141,0.1
68b16354,11.67,10,1065,13727,0.3
68b16354,10.75,10,1065,13582,0.5
68b16354,18.45,10,1065,12145,0.7
68b16354,11.69,10,1065,12679,0.9
bb43febb,7.7,10,1657,7250,0.1
bb43febb,13.53,10,1657,14558,0.3
bb43febb,10.96,10,1657,11185,0.5
bb43febb,13.3,10,1657,10032,0.7
bb43febb,19.16,10,1657,14863,0.9
6150a2bd,6.88,10,565,7557,0.1
6150a2bd,18.83,10,565,9429,0.3
6150a2bd,11.78,10,565,9069,0.5
6150a2bd,16.8,10,565,10541,0.7
6150a2bd,7.47,10,565,7039,0.9
d037b0a7,5.72,10,633,8554,0.1
d037b0a7,8.68,10,633,10491,0.3
d037b0a7,9.04,10,633,10150,0.5
d037b0a7,9.33,10,633,9234,0.7
d037b0a7,9.16,10,633,9247,0.9
e179c5f4,7.95,10,1011,6883,0.1
e179c5f4,8.32,10,1011,10921,0.3
e179c5f4,11.12,10,1011,10102,0.5
e179c5f4,11.21,10,1011,9552,0.7
e179c5f4,7.48,10,1011,8631,0.9
1bfc4729,14.47,10,1657,14189,0.1
1bfc4729,14.15,10,1657,12638,0.3
1bfc4729,17.28,10,1657,12922,0.5
1bfc4729,12.7,10,1657,13105,0.7
1bfc4729,12.69,10,1657,15930,0.9
a61ba2ce,18.1,10,1567,25792,0.1
a61ba2ce,20.17,10,1567,17592,0.3
a61ba2ce,18.43,10,1567,16748,0.5
a61ba2ce,17.81,10,1567,13657,0.7
a61ba2ce,15.74,10,1567,15209,0.9
ac0a08a4,18.63,10,1578,12848,0.1
ac0a08a4,20.62,10,1578,14594,0.3
ac0a08a4,22.52,10,1578,11166,0.5
ac0a08a4,18.33,10,1578,17257,0.7
ac0a08a4,22.43,10,1578,15952,0.9
f1cefba8,24.21,10,5211,12070,0.1
f1cefba8,17.82,10,5211,11952,0.3
f1cefba8,18.02,10,5211,16122,0.5
f1cefba8,18.94,10,5211,11077,0.7
f1cefba8,7.78,10,5211,9293,0.9
e9614598,11.21,10,1657,9495,0.1
e9614598,9.44,10,1657,8516,0.3
e9614598,11.06,10,1657,10738,0.5
e9614598,25.7,10,1657,14973,0.7
e9614598,17.3,10,1657,13857,0.9
d687bc17,18.17,10,3159,21057,0.1
d687bc17,18.23,10,3159,17572,0.3
d687bc17,21.91,10,3159,11778,0.5
d687bc17,18.22,10,3159,15934,0.7
d687bc17,22.53,10,3159,19820,0.9
b94a9452,18.99,10,1953,17259,0.1
b94a9452,8.19,10,1953,10890,0.3
b94a9452,17.71,10,1953,16700,0.5
b94a9452,15.98,10,1953,16576,0.7
b94a9452,16.7,10,1953,18135,0.9
6430c8c4,10.74,10,1109,13182,0.1
6430c8c4,15.36,10,1109,20738,0.3
6430c8c4,19.25,10,1109,17724,0.5
6430c8c4,15.15,10,1109,13797,0.7
6430c8c4,12.5,10,1109,15680,0.9
46442a0e,14.87,10,801,13407,0.1
46442a0e,17.79,10,801,13907,0.3
46442a0e,14.76,10,801,11330,0.5
46442a0e,8.91,10,801,11197,0.7
46442a0e,12.8,10,801,11705,0.9
913fb3ed,18.75,10,3317,27664,0.1
913fb3ed,19.95,10,3317,22587,0.3
913fb3ed,19.77,10,3317,17934,0.5
913fb3ed,18.52,10,3317,18566,0.7
913fb3ed,19.37,10,3317,25157,0.9
9d9215db,19.12,10,6969,19985,0.1
9d9215db,21.56,10,6969,18410,0.3
9d9215db,18.77,10,6969,16947,0.5
9d9215db,18.94,10,6969,15830,0.7
9d9215db,18.43,10,6969,16373,0.9
444801d8,6.35,10,2271,7558,0.1
444801d8,18.22,10,2271,24055,0.3
444801d8,18.72,10,2271,15788,0.5
444801d8,16.94,10,2271,18572,0.7
444801d8,17.89,10,2271,16850,0.9
f8c80d96,14.7,10,2271,14169,0.1
f8c80d96,17.83,10,2271,19072,0.3
f8c80d96,18.18,10,2271,20683,0.5
f8c80d96,18.47,10,2271,21712,0.7
f8c80d96,16.17,10,2271,17840,0.9
fcc82909,15.31,10,2271,14816,0.1
fcc82909,15.16,10,2271,17539,0.3
fcc82909,19.66,10,2271,17260,0.5
fcc82909,18.54,10,2271,21906,0.7
fcc82909,18.53,10,2271,19211,0.9
fcc82909,14.47,10,2271,11912,0.1
fcc82909,18.99,10,2271,16161,0.3
fcc82909,17.82,10,2271,22147,0.5
fcc82909,20.05,10,2271,25113,0.7
fcc82909,15.18,10,2271,15902,0.9
44f52bb0,15.2,10,693,10620,0.1
44f52bb0,7.54,10,693,10084,0.3
44f52bb0,8.51,10,693,9324,0.5
44f52bb0,7.39,10,693,8748,0.7
44f52bb0,6.67,10,693,8184,0.9
ded97339,18.95,10,2271,20082,0.1
ded97339,15.0,10,2271,9614,0.3
ded97339,17.77,10,2271,17274,0.5
ded97339,16.9,10,2271,13368,0.7
ded97339,17.81,10,2271,17708,0.9
776ffc46,19.15,10,10085,15603,0.1
776ffc46,18.54,10,10085,14012,0.3
776ffc46,18.65,10,10085,11021,0.5
776ffc46,17.18,10,10085,13681,0.7
776ffc46,19.05,10,10085,12105,0.9
b27ca6d3,18.85,10,3517,27848,0.1
b27ca6d3,17.4,10,3517,15213,0.3
b27ca6d3,19.06,10,3517,22111,0.5
b27ca6d3,18.41,10,3517,23597,0.7
b27ca6d3,18.13,10,3517,19621,0.9
ff28f65a,17.95,10,1630,21563,0.1
ff28f65a,17.82,10,1630,18770,0.3
ff28f65a,14.44,10,1630,15123,0.5
ff28f65a,13.0,10,1630,13954,0.7
ff28f65a,17.1,10,1630,14726,0.9
5ad4f10b,18.06,10,5166,14145,0.1
5ad4f10b,13.93,10,5166,15411,0.3
5ad4f10b,18.75,10,5166,18902,0.5
5ad4f10b,19.14,10,5166,15087,0.7
5ad4f10b,18.23,10,5166,15995,0.9
c0f76784,18.35,10,3063,19990,0.1
c0f76784,18.2,10,3063,20138,0.3
c0f76784,18.34,10,3063,21872,0.5
c0f76784,19.07,10,3063,24308,0.7
c0f76784,18.73,10,3063,24116,0.9
a1570a43,18.84,10,2237,24290,0.1
a1570a43,18.03,10,2237,22548,0.3
a1570a43,18.27,10,2237,18923,0.5
a1570a43,19.64,10,2237,22635,0.7
a1570a43,16.25,10,2237,18055,0.9
6455b5f5,19.79,10,5243,12093,0.1
6455b5f5,18.18,10,5243,13736,0.3
6455b5f5,25.75,10,5243,18415,0.5
6455b5f5,11.64,10,5243,10996,0.7
6455b5f5,18.33,10,5243,18552,0.9
f8ff0b80,18.43,10,1794,24261,0.1
f8ff0b80,18.44,10,1794,18486,0.3
f8ff0b80,17.6,10,1794,13551,0.5
f8ff0b80,18.13,10,1794,16250,0.7
f8ff0b80,17.61,10,1794,17534,0.9
a64e4611,19.64,10,16671,9906,0.1
a64e4611,6.66,10,16671,7514,0.3
a64e4611,14.02,10,16671,8408,0.5
a64e4611,11.57,10,16671,7655,0.7
a64e4611,11.11,10,16671,8817,0.9
0962bcdd,15.03,10,2185,19602,0.1
0962bcdd,18.53,10,2185,23905,0.3
0962bcdd,17.85,10,2185,16695,0.5
0962bcdd,18.35,10,2185,22936,0.7
0962bcdd,15.72,10,2185,18140,0.9
7b6016b9,12.64,10,9969,14977,0.1
7b6016b9,19.24,10,9969,18352,0.3
7b6016b9,20.07,10,9969,12431,0.5
7b6016b9,12.59,10,9969,10381,0.7
7b6016b9,20.69,10,9969,14796,0.9
2dee498d,6.4,10,819,8274,0.1
2dee498d,6.75,10,819,8256,0.3
2dee498d,6.56,10,819,8290,0.5
2dee498d,7.88,10,819,8049,0.7
2dee498d,5.83,10,819,7491,0.9
a85d4709,9.47,10,701,10690,0.1
a85d4709,17.38,10,701,13716,0.3
a85d4709,8.54,10,701,11293,0.5
a85d4709,10.23,10,701,10778,0.7
a85d4709,14.65,10,701,12693,0.9
1b60fb0c,18.31,10,2271,24092,0.1
1b60fb0c,19.76,10,2271,17615,0.3
1b60fb0c,15.78,10,2271,12088,0.5
1b60fb0c,17.81,10,2271,17252,0.7
1b60fb0c,15.58,10,2271,17392,0.9
63613498,18.01,10,2271,12138,0.1
63613498,13.94,10,2271,10686,0.3
63613498,13.2,10,2271,10971,0.5
63613498,15.87,10,2271,16654,0.7
63613498,31.33,10,2271,17519,0.9
b8cdaf2b,10.52,10,1133,14987,0.1
b8cdaf2b,10.14,10,1133,14160,0.3
b8cdaf2b,11.68,10,1133,16167,0.5
b8cdaf2b,11.36,10,1133,15323,0.7
b8cdaf2b,16.69,10,1133,16536,0.9
1e32b0e9,12.05,10,5673,10117,0.1
1e32b0e9,17.93,10,5673,14903,0.3
1e32b0e9,18.22,10,5673,16756,0.5
1e32b0e9,18.63,10,5673,15044,0.7
1e32b0e9,18.44,10,5673,20100,0.9
694f12f3,12.18,10,1657,15165,0.1
694f12f3,12.81,10,1657,16177,0.3
694f12f3,12.79,10,1657,17353,0.5
694f12f3,13.71,10,1657,12000,0.7
694f12f3,19.15,10,1657,18418,0.9
dae9d2b5,14.38,10,904,13084,0.1
dae9d2b5,16.8,10,904,18164,0.3
dae9d2b5,12.7,10,904,16032,0.5
dae9d2b5,11.78,10,904,14423,0.7
dae9d2b5,17.41,10,904,13931,0.9
d2abd087,17.74,10,2271,19627,0.1
d2abd087,20.82,10,2271,25060,0.3
d2abd087,17.71,10,2271,19624,0.5
d2abd087,18.44,10,2271,16740,0.7
d2abd087,20.06,10,2271,15981,0.9
d406998b,15.85,10,1367,19227,0.1
d406998b,12.5,10,1367,17481,0.3
d406998b,15.26,10,1367,18746,0.5
d406998b,10.68,10,1367,15151,0.7
d406998b,14.94,10,1367,16967,0.9
363442ee,16.77,10,2577,20184,0.1
363442ee,19.66,10,2577,21990,0.3
363442ee,18.74,10,2577,24578,0.5
363442ee,18.18,10,2577,21748,0.7
363442ee,18.08,10,2577,18083,0.9
93b581b8,12.35,10,1119,15378,0.1
93b581b8,11.76,10,1119,11384,0.3
93b581b8,13.43,10,1119,13069,0.5
93b581b8,11.16,10,1119,14020,0.7
93b581b8,17.2,10,1119,15975,0.9
150deff5,12.33,10,1977,10691,0.1
150deff5,15.05,10,1977,13624,0.3
150deff5,18.13,10,1977,22118,0.5
150deff5,16.89,10,1977,12957,0.7
150deff5,19.78,10,1977,18153,0.9
8eb1be9a,16.68,10,2887,11943,0.1
8eb1be9a,7.27,10,2887,7848,0.3
8eb1be9a,22.02,10,2887,10286,0.5
8eb1be9a,18.94,10,2887,8540,0.7
8eb1be9a,21.3,10,2887,16792,0.9
3e980e27,17.82,10,4541,13086,0.1
3e980e27,18.77,10,4541,27326,0.3
3e980e27,19.56,10,4541,28134,0.5
3e980e27,19.45,10,4541,25666,0.7
3e980e27,32.06,10,4541,18315,0.9
bda2d7a6,15.46,10,1287,15087,0.1
bda2d7a6,14.44,10,1287,12787,0.3
bda2d7a6,13.51,10,1287,14360,0.5
bda2d7a6,16.18,10,1287,18676,0.7
bda2d7a6,16.8,10,1287,14010,0.9
a48eeaf7,13.54,10,1657,11048,0.1
a48eeaf7,6.35,10,1657,7614,0.3
a48eeaf7,12.6,10,1657,9788,0.5
a48eeaf7,13.82,10,1657,12944,0.7
a48eeaf7,11.27,10,1657,10690,0.9
ea32f347,18.03,10,2885,11937,0.1
ea32f347,17.5,10,2885,19605,0.3
ea32f347,18.24,10,2885,23801,0.5
ea32f347,18.65,10,2885,21377,0.7
ea32f347,17.91,10,2885,18164,0.9
8731374e,18.6,10,4863,14869,0.1
8731374e,10.18,10,4863,10226,0.3
8731374e,11.86,10,4863,12630,0.5
8731374e,18.4,10,4863,12880,0.7
8731374e,17.84,10,4863,13901,0.9
e98196ab,17.17,10,2055,16508,0.1
e98196ab,17.87,10,2055,16499,0.3
e98196ab,17.56,10,2055,17162,0.5
e98196ab,17.87,10,2055,18311,0.7
e98196ab,17.96,10,2055,21069,0.9
7837ac64,19.16,10,10013,18402,0.1
7837ac64,19.36,10,10013,22541,0.3
7837ac64,19.15,10,10013,20112,0.5
7837ac64,14.18,10,10013,12794,0.7
7837ac64,20.39,10,10013,15732,0.9
e3497940,12.05,10,1641,10989,0.1
e3497940,13.72,10,1641,11017,0.3
e3497940,13.21,10,1641,9202,0.5
e3497940,17.93,10,1641,16846,0.7
e3497940,11.1,10,1641,12401,0.9
94f9d214,12.84,10,1061,15270,0.1
94f9d214,14.53,10,1061,16981,0.3
94f9d214,13.74,10,1061,15445,0.5
94f9d214,12.01,10,1061,14709,0.7
94f9d214,12.08,10,1061,14520,0.9
e48d4e1a,17.41,10,2885,11871,0.1
e48d4e1a,18.29,10,2885,20224,0.3
e48d4e1a,18.08,10,2885,15919,0.5
e48d4e1a,18.01,10,2885,17153,0.7
e48d4e1a,17.8,10,2885,19892,0.9
1a07d186,19.53,10,5223,15633,0.1
1a07d186,18.63,10,5223,20382,0.3
1a07d186,17.83,10,5223,16167,0.5
1a07d186,20.88,10,5223,19371,0.7
1a07d186,18.53,10,5223,21032,0.9
56dc2b01,17.82,10,1875,21728,0.1
56dc2b01,18.03,10,1875,22737,0.3
56dc2b01,17.52,10,1875,14463,0.5
56dc2b01,23.89,10,1875,19743,0.7
56dc2b01,17.77,10,1875,19318,0.9
1cf80156,13.33,10,1797,19978,0.1
1cf80156,9.83,10,1797,10037,0.3
1cf80156,17.61,10,1797,20391,0.5
1cf80156,14.03,10,1797,13740,0.7
1cf80156,13.72,10,1797,15346,0.9
97999447,17.82,10,2007,24407,0.1
97999447,17.88,10,2007,13254,0.3
97999447,17.86,10,2007,22021,0.5
97999447,17.97,10,2007,15770,0.7
97999447,13.45,10,2007,12289,0.9
aedd82e4,15.99,10,809,11633,0.1
aedd82e4,10.24,10,809,11369,0.3
aedd82e4,9.52,10,809,12305,0.5
aedd82e4,11.59,10,809,11665,0.7
aedd82e4,10.41,10,809,11343,0.9
681b3aeb,17.46,10,1452,19620,0.1
681b3aeb,12.07,10,1452,12707,0.3
681b3aeb,17.41,10,1452,16148,0.5
681b3aeb,14.03,10,1452,17295,0.7
681b3aeb,20.27,10,1452,17561,0.9
c9e6f938,7.17,10,714,9200,0.1
c9e6f938,7.69,10,714,9676,0.3
c9e6f938,8.3,10,714,9596,0.5
c9e6f938,7.78,10,714,10317,0.7
c9e6f938,7.68,10,714,9505,0.9
28bf18c6,13.85,10,1209,15067,0.1
28bf18c6,14.2,10,1209,15004,0.3
28bf18c6,15.58,10,1209,18074,0.5
28bf18c6,16.19,10,1209,15911,0.7
28bf18c6,13.92,10,1209,15342,0.9
0b148d64,17.63,10,4440,14254,0.1
0b148d64,23.86,10,4440,13853,0.3
0b148d64,18.23,10,4440,18142,0.5
0b148d64,18.02,10,4440,10469,0.7
0b148d64,17.71,10,4440,13192,0.9
6fa7a44f,9.56,10,809,12177,0.1
6fa7a44f,12.07,10,809,11807,0.3
6fa7a44f,9.48,10,809,13025,0.5
6fa7a44f,9.68,10,809,9796,0.7
6fa7a44f,9.76,10,809,10496,0.9
e40b9e2f,14.5,10,2271,13239,0.1
e40b9e2f,16.59,10,2271,15859,0.3
e40b9e2f,14.24,10,2271,9450,0.5
e40b9e2f,17.2,10,2271,14576,0.7
e40b9e2f,16.38,10,2271,15641,0.9
e5062a87,21.01,10,2271,17907,0.1
e5062a87,17.42,10,2271,16917,0.3
e5062a87,17.81,10,2271,21540,0.5
e5062a87,18.12,10,2271,20638,0.7
e5062a87,17.82,10,2271,22662,0.9
963e52fc,8.59,10,1416,4939,0.1
963e52fc,8.71,10,1416,6200,0.3
963e52fc,8.7,10,1416,9224,0.5
963e52fc,8.91,10,1416,9899,0.7
963e52fc,12.91,10,1416,10088,0.9
e26a3af2,18.53,10,4149,19587,0.1
e26a3af2,17.92,10,4149,16763,0.3
e26a3af2,18.42,10,4149,24009,0.5
e26a3af2,17.72,10,4149,13113,0.7
e26a3af2,17.92,10,4149,15523,0.9
6a1e5592,18.3,10,2257,25448,0.1
6a1e5592,18.12,10,2257,25327,0.3
6a1e5592,14.15,10,2257,9729,0.5
6a1e5592,18.38,10,2257,24379,0.7
6a1e5592,17.77,10,2257,22251,0.9
b190f7f5,17.18,10,1929,13674,0.1
b190f7f5,17.59,10,1929,18885,0.3
b190f7f5,17.88,10,1929,20764,0.5
b190f7f5,18.45,10,1929,22598,0.7
b190f7f5,17.94,10,1929,24122,0.9
88a10436,17.49,10,1773,18706,0.1
88a10436,15.98,10,1773,16023,0.3
88a10436,17.64,10,1773,17060,0.5
88a10436,17.89,10,1773,20222,0.7
88a10436,15.46,10,1773,15577,0.9
272f95fa,17.39,10,3517,14261,0.1
272f95fa,18.28,10,3517,27947,0.3
272f95fa,12.54,10,3517,10580,0.5
272f95fa,18.23,10,3517,14694,0.7
272f95fa,17.71,10,3517,16840,0.9
2c608aff,17.7,10,4373,10403,0.1
2c608aff,18.93,10,4373,27775,0.3
2c608aff,18.33,10,4373,19637,0.5
2c608aff,18.12,10,4373,17544,0.7
2c608aff,17.61,10,4373,14925,0.9
